
우리나라기후평년값
[검색조건]
검색구분 : 일별평년값
, 지점명 : 전체
, 기간 : 1991~2020년 07월 28일~08월 26일
지점명,지점번호,일시,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),습도(%),일조시간(hr),전운량(1/10),소형증발량(mm),현지기압(hPa),해면기압(hPa),평균풍속(m/sec)
부여,236,07-29,      26.9,      31.8,      23.2,       6.0,      78.8,       6.2,,,    1005.9,    1007.4,       1.3
금산,238,07-29,      26.2,      31.7,      22.1,       5.8,      75.7,       5.9,,,     988.2,    1007.3,       1.1
부안,243,07-29,      27.0,      31.8,      23.4,       5.3,      79.0,       6.9,,,    1006.2,    1007.4,       1.6
임실,244,07-29,      25.6,      31.0,      21.7,       8.0,      78.8,       5.7,,,     979.9,    1007.4,       1.3
정읍,245,07-29,      27.3,      32.3,      23.6,       4.9,      75.5,       5.8,,,    1002.2,    1007.4,       1.3
남원,247,07-29,      26.5,      32.0,      22.5,       6.4,      78.6,       6.1,,,     996.2,    1007.5,       1.2
장수,248,07-29,      24.6,      29.6,      20.6,       7.1,      81.0,       5.2,,,     962.2,    1007.4,       1.6
영광군,252,07-29,      27.3,      31.6,      24.0,       5.8,      81.8,       6.4,,,    1003.7,    1007.9,       2.1
김해시,253,07-29,      27.7,      32.2,      24.4,       7.3,      76.5,       6.2,,,    1002.1,    1008.8,       1.9
순창군,254,07-29,      26.8,      31.9,      23.0,      10.1,      78.8,       6.0,,,     993.6,    1007.9,       1.4
양산시,257,07-29,      28.0,      32.8,      24.5,       6.4,      75.0,       6.4,,,    1007.6,    1009.3,       2.5
강진군,259,07-29,      27.2,      31.4,      23.9,       4.7,      82.5,       6.7,,,    1007.1,    1008.5,       2.0
장흥,260,07-29,      26.4,      30.8,      22.9,       5.6,      81.5,       5.8,,,    1002.6,    1007.5,       1.7
해남,261,07-29,      26.8,      31.1,      23.3,       4.9,      81.8,       6.9,,,    1005.6,    1007.6,       2.2
고흥,262,07-29,      26.4,      30.8,      22.8,       5.4,      78.4,       6.5,,,    1001.9,    1007.8,       1.4
의령군,263,07-29,      27.0,      32.4,      22.7,       6.0,      82.2,       6.1,,,    1006.6,    1008.2,       1.1
함양군,264,07-29,      26.8,      32.6,      22.3,       8.3,      84.1,       5.9,,,     991.1,    1008.0,       0.7
진도군,268,07-29,      27.1,      31.1,      24.0,       2.7,,,,,,,       1.9
봉화,271,07-29,      24.1,      29.6,      19.7,       5.6,      80.3,       5.1,,,     971.6,    1007.0,       1.0
영주,272,07-29,      25.4,      30.5,      21.3,       5.7,      77.0,       5.3,,,     983.8,    1007.1,       1.6
문경,273,07-29,      25.4,      30.6,      21.5,       7.3,      79.5,       5.5,,,     988.1,    1007.3,       1.1
청송군,276,07-29,      25.6,      31.8,      20.9,       5.5,      80.3,       6.1,,,     984.9,    1008.1,       0.9
영덕,277,07-29,      25.8,      30.6,      22.0,       3.5,      76.5,       6.8,,,    1003.8,    1008.4,       2.1
의성,278,07-29,      26.4,      32.3,      21.6,       4.0,      75.2,       5.8,,,     998.5,    1007.4,       1.0
구미,279,07-29,      27.0,      32.1,      22.8,       4.0,      76.1,       6.3,,,    1002.4,    1007.7,       1.1
영천,281,07-29,      26.7,      31.9,      22.3,       4.2,      73.2,       6.2,,,     997.4,    1007.8,       1.6
경주시,283,07-29,      27.3,      33.1,      23.0,       3.1,      77.1,       6.6,,,    1004.0,    1008.3,       2.0
경주시,283,07-29,      27.3,      33.1,      23.0,       3.1,      77.1,       6.6,,,    1004.0,    1008.3,       2.0
거창,284,07-29,      25.7,      31.3,      21.4,       5.5,      79.7,       6.2,,,     982.6,    1007.6,       1.1
합천,285,07-29,      26.9,      32.5,      22.6,       5.3,      73.2,       5.8,,,    1004.1,    1007.7,       1.3
밀양,288,07-29,      27.1,      32.5,      22.9,       6.2,      76.7,       6.0,,,    1006.7,    1008.0,       1.5
산청,289,07-29,      26.2,      31.5,      22.3,       6.6,      77.0,       6.2,,,     992.5,    1008.1,       1.2
거제,294,07-29,      26.6,      30.4,      23.6,       9.8,      77.6,       6.1,,,    1003.2,    1007.6,       1.9
남해,295,07-29,      26.8,      31.3,      23.5,       8.7,      78.1,       6.7,,,    1003.2,    1008.4,       1.4
강남,400,07-29,      27.4,      31.0,      24.5,      14.5,,,,,,,       1.6
서초,401,07-29,      27.6,      31.8,      24.5,      12.3,,,,,,,       1.2
강동,402,07-29,      27.2,      31.3,      23.9,      13.6,,,,,,,       1.4
송파,403,07-29,      27.5,      31.3,      24.3,      12.2,,,,,,,       1.6
강서,404,07-29,      26.7,      30.4,      23.8,      13.5,,,,,,,       1.8
양천,405,07-29,      27.6,      31.3,      24.6,      13.4,,,,,,,       1.5
도봉,406,07-29,      26.5,      30.8,      23.2,      12.8,,,,,,,       1.0
노원,407,07-29,      26.3,      30.5,      22.8,      13.1,,,,,,,       1.3
동대문,408,07-29,      27.5,      31.4,      24.4,      12.4,,,,,,,       1.8
중랑,409,07-29,      27.5,      31.1,      24.6,      14.1,,,,,,,       2.1
기상청,410,07-29,      26.8,      30.4,      23.7,      13.8,,,,,,,       1.5
마포,411,07-29,      27.1,      30.7,      24.3,      14.4,,,,,,,       2.1
서대문,412,07-29,      26.1,      30.4,      23.1,      14.0,,,,,,,       1.3
광진,413,07-29,      27.3,      31.2,      24.2,      14.3,,,,,,,       1.7
성북,414,07-29,      26.5,      30.1,      23.6,      13.2,,,,,,,       1.6
용산,415,07-29,      27.6,      31.4,      24.6,      13.1,,,,,,,       1.9
은평,416,07-29,      26.3,      30.2,      23.2,      13.5,,,,,,,       1.6
금천,417,07-29,      26.7,      30.0,      24.1,      13.7,,,,,,,       2.1
중구,419,07-29,      25.7,      30.0,      22.8,      13.8,,,,,,,       1.5
성동,421,07-29,      27.1,      30.6,      24.3,      14.7,,,,,,,       2.1
구로,423,07-29,      26.7,      30.7,      23.7,       9.3,,,,,,,       1.9
강북,424,07-29,      27.6,      31.5,      24.5,      12.2,,,,,,,       1.7
남현,425,07-29,      26.3,      30.1,      23.3,      16.5,,,,,,,       1.1
부천,433,07-29,      26.8,      30.3,      24.1,      13.3,,,,,,,       1.3
안양,434,07-29,      26.8,      30.1,      24.1,      11.6,,,,,,,       1.9
광명,437,07-29,      27.1,      30.6,      24.5,      13.9,,,,,,,       1.9
군포,438,07-29,      26.7,      30.3,      24.0,      11.9,,,,,,,       1.4
김포,441,07-29,      26.0,      29.8,      23.0,       8.0,,,,,,,       1.6
하남,444,07-29,      26.4,      30.6,      23.1,      12.4,,,,,,,       0.7
의왕,445,07-29,      25.8,      29.7,      22.8,      12.5,,,,,,,       0.8
포천,504,07-29,      26.3,      30.9,      22.8,      14.6,,,,,,,       1.3
가평조종,505,07-29,      24.8,      29.8,      21.4,      15.7,,,,,,,       0.9
영등포,510,07-29,      27.6,      31.2,      24.8,      13.9,,,,,,,       1.6
인천연수,512,07-29,      26.7,      30.6,      23.8,       9.3,,,,,,,       1.6
안성,516,07-29,      27.2,      31.5,      23.6,      12.3,,,,,,,       0.9
간성,517,07-29,      24.8,      28.5,      21.6,       6.4,,,,,,,       1.3
평창,526,07-29,      24.2,      29.2,      20.5,       7.7,,,,,,,       0.9
의정부,532,07-29,      26.1,      30.4,      22.8,      15.6,,,,,,,       1.0
횡성,536,07-29,      25.7,      30.8,      22.0,      11.1,,,,,,,       0.9
고양,540,07-29,      26.1,      30.7,      22.8,      13.7,,,,,,,       1.2
남양주,541,07-29,      25.9,      30.6,      22.4,      15.1,,,,,,,       0.9
안산,545,07-29,      26.3,      30.6,      22.8,      10.4,,,,,,,       1.4
경기광주,546,07-29,      26.0,      30.5,      22.8,      13.9,,,,,,,       1.5
여주,548,07-29,      26.0,      30.7,      22.5,      11.5,,,,,,,       1.0
용인,549,07-29,      26.0,      30.3,      22.6,      12.4,,,,,,,       1.2
오산,550,07-29,      26.6,      31.1,      23.3,      12.2,,,,,,,       1.1
평택,551,07-29,      27.3,      31.6,      23.6,      10.5,,,,,,,       1.5
화천,555,07-29,      25.3,      30.7,      21.6,      13.9,,,,,,,       0.8
양구,556,07-29,      24.8,      30.1,      21.3,      10.4,,,,,,,       0.9
시흥,565,07-29,      27.0,      30.6,      23.9,      10.3,,,,,,,       1.6
구리,569,07-29,      26.9,      30.9,      23.5,      14.8,,,,,,,       1.3
금곡,570,07-29,      25.7,      29.5,      22.8,      12.3,,,,,,,       1.4
화성,571,07-29,      26.3,      30.1,      23.3,      12.2,,,,,,,       1.3
성남,572,07-29,      27.1,      31.1,      24.0,      12.9,,,,,,,       1.2
과천,590,07-29,      26.6,      30.9,      23.3,      13.3,,,,,,,       1.7
진부령,595,07-29,      22.4,      26.1,      19.7,       6.7,,,,,,,       2.7
양주,598,07-29,      26.0,      30.4,      22.6,      15.1,,,,,,,       1.4
단양,601,07-29,      26.0,      31.1,      22.1,       6.1,,,,,,,       0.8
진천,602,07-29,      25.7,      30.7,      21.9,       9.6,,,,,,,       1.0
괴산,603,07-29,      25.7,      30.7,      21.9,      11.7,,,,,,,       1.0
옥천,604,07-29,      26.5,      31.9,      22.6,       5.4,,,,,,,       0.9
홍북,608,07-29,      26.5,      30.7,      22.7,       6.7,,,,,,,       1.6
세종연서,611,07-29,      25.6,      30.8,      21.7,       6.9,,,,,,,       1.1
공주,612,07-29,      26.9,      32.0,      23.3,       5.9,,,,,,,       1.2
서천,614,07-29,      26.9,      31.0,      23.8,       5.3,,,,,,,       1.7
논산,615,07-29,      26.9,      31.8,      23.3,       6.3,,,,,,,       1.3
당진,616,07-29,      26.2,      30.2,      23.1,      10.1,,,,,,,       1.9
청양,618,07-29,      26.4,      31.0,      22.3,       6.0,,,,,,,       1.1
음성,619,07-29,      25.7,      30.9,      21.6,       8.8,,,,,,,       1.1
증평,623,07-29,      26.3,      31.5,      22.6,      10.5,,,,,,,       1.0
태안,627,07-29,      26.4,      30.1,      23.7,       8.4,,,,,,,       1.9
예산,628,07-29,      27.1,      31.8,      23.7,       7.3,,,,,,,       2.0
아산,634,07-29,      26.8,      31.2,      23.6,       9.1,,,,,,,       1.8
계룡,636,07-29,      26.2,      31.2,      22.3,       8.6,,,,,,,       1.0
오월드,642,07-29,      27.6,      32.4,      24.0,       8.4,,,,,,,       1.2
세천,643,07-29,      26.3,      31.7,      22.6,       7.7,,,,,,,       0.9
장동,648,07-29,      26.5,      31.4,      22.7,       7.4,,,,,,,       1.0
부평,649,07-29,      26.8,      31.3,      23.6,      14.5,,,,,,,       0.5
연천청산,652,07-29,      26.2,      30.8,      22.8,      16.1,,,,,,,       1.0
양양,670,07-29,      26.0,      29.5,      23.1,       3.2,,,,,,,       1.9
사북,674,07-29,      22.5,      26.7,      19.2,       4.7,,,,,,,       2.6
무안,699,07-29,      27.1,      31.4,      23.8,       3.5,,,,,,,       1.9
무주,701,07-29,      25.8,      31.4,      21.5,       5.5,,,,,,,       1.2
익산,702,07-29,      27.3,      32.1,      23.7,       5.2,,,,,,,       1.5
진안,703,07-29,      25.0,      29.9,      21.2,       9.7,,,,,,,       1.3
담양,706,07-29,      26.7,      31.5,      23.1,       5.4,,,,,,,       1.3
광산,708,07-29,      27.6,      32.6,      23.7,       5.1,,,,,,,       1.6
구례,709,07-29,      27.2,      32.8,      23.4,       7.8,,,,,,,       1.1
나주,710,07-29,      27.5,      32.7,      23.8,       5.4,,,,,,,       1.3
순천시,712,07-29,      27.2,      31.6,      24.2,       8.0,,,,,,,       1.5
광양읍,713,07-29,      27.2,      32.4,      23.6,       7.6,,,,,,,       1.0
조선대,722,07-29,      27.3,      31.9,      24.0,       6.2,,,,,,,       1.8
거문도,723,07-29,      26.6,      29.7,      24.6,       3.0,,,,,,,       2.8
추자도,724,07-29,      26.3,      28.9,      24.3,       3.7,,,,,,,       3.4
장성,730,07-29,      26.8,      32.0,      23.2,       5.8,,,,,,,       1.4
영암,731,07-29,      27.4,      31.8,      24.0,       5.1,,,,,,,       1.9
보성,732,07-29,      25.7,      30.4,      22.5,       6.8,,,,,,,       1.6
완주,734,07-29,      27.3,      32.5,      23.3,       8.0,,,,,,,       1.4
김제,737,07-29,      27.5,      32.4,      24.2,       5.6,,,,,,,       2.0
화순,741,07-29,      27.1,      32.7,      23.4,       5.4,,,,,,,       0.8
함평,754,07-29,      27.5,      32.0,      24.1,       6.1,,,,,,,       1.5
곡성,768,07-29,      26.9,      32.3,      23.1,       6.9,,,,,,,       1.1
성판악,782,07-29,      22.4,      25.9,      19.5,      17.6,,,,,,,       2.3
풍암,788,07-29,      27.9,      33.1,      24.2,       5.4,,,,,,,       1.2
압해도,789,07-29,      27.0,      31.1,      24.0,       3.3,,,,,,,       2.6
영양,801,07-29,      24.6,      30.0,      20.6,       4.2,,,,,,,       1.2
성주,810,07-29,      26.9,      32.3,      22.7,       4.5,,,,,,,       1.1
고령,812,07-29,      26.6,      32.1,      22.6,       5.2,,,,,,,       1.0
청도,813,07-29,      26.9,      32.6,      22.7,       4.8,,,,,,,       1.4
예천,815,07-29,      25.9,      31.5,      21.8,       6.0,,,,,,,       1.0
김천,822,07-29,      26.9,      32.7,      22.5,       4.0,,,,,,,       0.8
군위,823,07-29,      26.4,      32.5,      21.8,       3.5,,,,,,,       1.2
칠곡,825,07-29,      27.1,      32.6,      23.2,       4.9,,,,,,,       1.6
경산,827,07-29,      27.8,      33.4,      23.9,       3.8,,,,,,,       1.8
달성,828,07-29,      27.5,      33.4,      23.8,       4.5,,,,,,,       1.5
대구서구,846,07-29,      28.1,      33.1,      24.1,       3.6,,,,,,,       1.9
신암,860,07-29,      28.0,      32.8,      24.2,       4.4,      69.5,       5.8,       6.3,,    1000.9,    1007.6,       2.2
완산,864,07-29,      27.8,      32.6,      24.1,       6.7,      75.9,       5.0,       6.3,       4.5,    1000.7,    1006.8,       1.8
삼척,876,07-29,      26.3,      30.0,      23.2,       3.2,,,,,,,       1.6
울기,901,07-29,      24.3,      27.1,      22.2,       3.7,,,,,,,       2.5
삼천포,907,07-29,      26.5,      30.3,      23.9,       8.2,,,,,,,       1.6
영도,910,07-29,      25.0,      27.9,      22.8,       4.5,,,,,,,       3.6
고성,918,07-29,      27.2,      31.5,      23.9,       7.9,,,,,,,       2.1
창녕,919,07-29,      27.6,      33.4,      23.5,       4.9,,,,,,,       1.7
함안,920,07-29,      27.0,      33.1,      22.7,       5.2,,,,,,,       1.1
가덕도,921,07-29,      25.8,      29.4,      23.5,       4.9,,,,,,,       3.5
기장,923,07-29,      26.2,      30.2,      22.9,       5.9,,,,,,,       1.7
간절곶,924,07-29,      24.4,      26.9,      22.1,       4.6,,,,,,,       3.5
하동,932,07-29,      27.7,      32.9,      24.0,       8.6,,,,,,,       1.2
해운대,937,07-29,      26.3,      30.1,      23.7,       6.3,,,,,,,       2.3
부산진,938,07-29,      27.4,      31.4,      24.5,       7.0,,,,,,,       2.1
동래,940,07-29,      27.4,      31.6,      24.3,       6.2,,,,,,,       1.9
북구,941,07-29,      27.0,      31.1,      23.9,       6.4,,,,,,,       2.3
부산남구,942,07-29,      27.2,      30.5,      24.7,       7.6,,,,,,,       2.2
정자,949,07-29,      26.1,      30.4,      22.2,       3.4,,,,,,,       2.3
속초,90,07-30,      25.3,      28.7,      22.6,       6.3,      81.5,       5.0,,,    1004.5,    1006.6,       1.9
철원,95,07-30,      25.2,      29.4,      21.9,      15.4,      83.3,       4.5,,,     989.2,    1006.7,       1.7
동두천,98,07-30,      25.7,      30.1,      22.4,      17.1,      81.0,       4.1,,,     994.5,    1007.1,       1.7
파주,99,07-30,      25.9,      30.4,      22.6,       8.8,      85.3,       4.8,,,    1004.3,    1007.8,       1.4
대관령,100,07-30,      21.3,      25.2,      18.5,       6.8,      85.6,       5.4,,,     918.3,    1007.1,       3.6
춘천,101,07-30,      26.3,      30.8,      22.9,      10.8,      81.4,       4.8,,,     998.3,    1006.9,       1.1
백령도,102,07-30,      24.0,      26.9,      21.9,       5.1,      89.7,       3.8,       7.8,,     991.4,    1006.6,       4.0
강릉,105,07-30,      26.6,      30.2,      23.6,       4.6,      73.1,       5.5,,,    1004.0,    1007.0,       2.0
동해,106,07-30,      25.1,      28.8,      22.3,       3.8,      80.6,       5.9,,,    1002.7,    1006.9,       1.6
서울,108,07-30,      27.0,      30.5,      24.2,      11.8,      76.6,       4.1,       7.1,       3.7,     997.1,    1006.9,       2.2
인천,112,07-30,      26.0,      29.3,      23.6,      11.0,      84.5,       5.4,       6.9,       3.9,     998.9,    1006.7,       2.5
원주,114,07-30,      26.6,      31.2,      23.0,      10.5,      77.1,       4.4,,,     990.2,    1007.0,       0.9
울릉도,115,07-30,      24.8,      27.7,      22.5,       2.7,      82.5,       6.0,       6.3,       4.9,     982.7,    1007.7,       3.5
수원,119,07-30,      26.9,      30.8,      23.9,      12.1,      80.5,       4.5,       6.9,       4.2,    1003.1,    1007.2,       1.6
영월,121,07-30,      25.4,      30.9,      21.6,       7.9,      80.7,       5.0,,,     980.7,    1007.6,       1.0
충주,127,07-30,      26.4,      31.2,      22.6,       9.6,      76.4,       5.0,,,     996.2,    1007.2,       1.2
서산,129,07-30,      26.3,      30.2,      23.3,       8.6,      84.3,       5.3,,,    1004.3,    1007.1,       2.6
울진,130,07-30,      25.1,      29.0,      22.0,       3.9,      81.7,       6.3,,,    1001.5,    1007.2,       2.6
